d,phi,u
0.016121632417600118,-0.25694104347188046,0.7766936173971699
0.016121632417600118,-0.25694104347188046,0.06093547334803988
0.016121632417600118,-0.25694104347188046,-0.573572783818131
0.016121632417600118,-0.25694104347188046,-0.520967104178597
0.016121632417600118,-0.25694104347188046,-0.8567748400721514
0.01570040517351634,-0.26655260376183304,-0.18245538743520404
0.015223342046607247,-0.27256488056892597,-0.1863387542120055
0.014992297746824423,-0.2648826407381047,0.4559180905039623
0.015084679467920026,-0.2406117855501905,-0.36293944448361576
0.015147358598837535,-0.2132027879300778,-1.3191043174211714
0.015188573450296339,-0.18300934408911343,0.42414822921694784
0.015031288830076317,-0.16110699426867672,0.8261618488885297
0.014746633570158707,-0.14639025926603158,1.1077458539652845
0.014718678161311782,-0.11363575559707177,-0.9050670390128189
0.014595299993070743,-0.08898432290425587,1.4697139336358647
0.014367815824384511,-0.07805577871862503,0.8201256311989231
0.014026444291344475,-0.08191770709107707,0.5994474889525733
0.013849190699052105,-0.0668469276969898,-0.24447845658560902
0.01358228323042221,-0.0671189188887793,0.30935403263642186
0.01321889422604583,-0.07769007177498097,-0.4157679657808084
0.012704869767925508,-0.09718716479633674,-0.6682372759293232
0.012026546867438093,-0.12074210356405385,-1.1885917268559423
0.01137631655264304,-0.1337484095529827,0.6957680434578158
0.010660522816508866,-0.14684310862066127,1.1085781099265086
0.010086901312090557,-0.14792904838296947,0.12373191492844701
0.009738726377761964,-0.13439957491148063,-1.1421182830178458
0.009652530599226772,-0.1026740312361904,1.319852363896889
0.009457360529820935,-0.08344136077523641,-0.2057917171194839
0.00915102551513236,-0.08010637970907607,0.2889222719736787
0.008865366882821135,-0.07594492803387695,-0.49589402452207787
0.00875507841040113,-0.052338336582039735,-0.4125788483119705
0.008587655380967174,-0.04521262399044479,1.3432149620664844
0.008430109770892091,-0.04051904427729312,0.29404905429594214
0.00834610448230455,-0.02485304145052514,0.5971759661323219
0.008322936125721103,-0.001066191528844896,1.0522171372688138
0.008331921695520439,0.006215745070047447,-0.11916179336885227
0.008363966661965705,0.010959272550758003,0.796932906693816
0.00840703984536706,0.008450730265186225,1.150222807528507
0.008411011890617104,-0.007056673048981773,0.22737766216325225
0.008356723258635679,-0.01517705936511667,0.08381267247744753
0.008221078388011449,-0.03216360928399214,0.17975403387631955
0.007908209355480533,-0.06021861921368572,-1.3166617623079127
0.0074469414575695225,-0.08498925552214136,0.09631396673296425
0.006900828260731906,-0.10452068486409384,-0.15858210280958682
0.00628807625800798,-0.12111049085839079,0.10674295095274963
0.005910101137705404,-0.11548832272011521,0.9802088073998182
0.005556035274958404,-0.10888767644582607,-0.6989700892741233
0.005277853613031791,-0.09719074796128123,-1.025842118369439
